,School ,mean,lon,lat,Key
655,Baijiazhuang Primary School Science Park Campus ,51186.17357,116.475442,40.003459,0
436,Yangliu Campus of Chuiyangliu Central Primary School (High Department) ,51174.09123,116.458751,39.889821,0
469,Taipingqiao No.2 Primary School ,51011.46954,116.317139,39.886549,0
439,Chuiyangliu Central Primary School Xinyuan Branch (Gao Bu) ,50813.57605,116.481448,39.869476,0
426,Gome Home Primary School ,50699.17576,116.513515,39.935584,0
366,Beijing Xingzhi Experimental Primary School ,50567.14455,116.221793,39.927994,0
482,Ding'anli Primary School ,50396.79634,116.410596,39.860954,0
614,Haidian District Yongtai Primary School ,50116.21085,116.358051,40.032997,0
80,Central Conservatory of Music Attached to Primary and Secondary Schools ,50080.50575,116.426302,39.864851,0
238,Beijing Haidian District Peiying Primary School ,50078.59603,116.277174,39.899615,0
196,"Dianchang Primary School, Fengtai District, Beijing ",50067.0101,116.288951,39.883903,0
478,Xiba Campus of Anmin School ,49934.7624,116.52882,39.964,0
702,Fangchengyuan Primary School ,49817.82733,116.432932,39.868006,0
194,Beijing Fengtai District Fangqunyuan No.1 Primary School ,49816.60994,116.423877,39.862759,0
407,Youanmen No.1 Primary School-Primary School Affiliated to Capital Medical University ,49694.83555,116.369072,39.865881,0
700,Fangguyuan Primary School ,49686.2054,116.42372,39.867972,0
611,Haidian Experimental Primary School Fengtai Branch (Lianbao Middle Road) ,49618.43,116.299653,39.887909,0
333,Experimental Primary School Affiliated to Beijing Petroleum Institute ,49461.40759,116.376025,40.034173,0
789,Primary School Affiliated to Capital Medical University ,49451.4598,116.368011,39.866168,0
474,On Man School ,49397.02893,116.497551,39.945854,0
475,On Man School ,49397.02893,116.521295,39.937935,0
476,On Man School ,49397.02893,116.509058,40.035233,0
541,Xinsheng Primary School ,49368.50419,116.47296,39.864346,0
802,Capital University of Economics and Business Affiliated Primary School ,49315.37879,116.310848,39.843743,0
382,Primary School Affiliated to No.18 Middle School ,48924.49647,116.437807,39.864151,0
438,Chuiyangliu Central Primary School Jindu Branch High Department ,48879.23333,116.49625,39.90013,0
249,"Xiangshan Primary School, Haidian District, Beijing ",48744.59091,116.205942,39.988565,0
718,Xi'erqi Primary School ,48721.46406,116.311053,40.050075,0
198,Beijing Jinsong No.4 Primary School ,48625.99867,116.44928,39.881039,0
495,Jiangtai Road Primary School ,48597.19297,116.485695,39.972718,0
714,Puhuangyu No.1 Primary School ,48543.74107,116.415411,39.86903,0
58,China Children's Art Education Experimental School ,48492.01511,116.397839,39.863758,0
73,"Beijing Experimental School Affiliated to China Conservatory of Music 
",48379.68203,116.403075,40.003103,0
484,Po Wah Lane Primary School ,47953.13182,116.405349,39.860314,0
644,Yulin Primary School ,47866.86349,116.358742,39.865072,0
654,Baijiazhuang Primary School (Longxi Campus) ,47857.56818,116.530069,39.968673,0
122,Beijing Fengtai No.2 Middle School Affiliated Experimental Primary School ,47831.06299,116.245758,39.865002,1
814,Gaojiayuan Primary School ,47822.26189,116.482754,39.978612,0
618,Haidian District No.2 Experimental Primary School (Qingning Campus) ,47767.67556,116.33504,40.041478,0
391,South Mill Central Primary School ,47697.9655,116.474493,39.874564,0
798,Chaoyang Experimental Primary School Affiliated to Capital Normal University (Jinchan South Campus) ,47600.90746,116.508876,39.863026,0
363,Fengtai Experimental Primary School Attached to Beijing Dance Academy ,47403.13408,116.369068,39.858335,0
754,Jinding Street No.2 Primary School ,47389.28262,116.161868,39.928353,1
129,Beijing Yizhuang Experimental Primary School ,47369.27896,116.489873,39.757218,0
401,Shigezhuang Central Primary School ,47323.1769,116.289895,40.100022,0
70,Yuquan Primary School Affiliated to Chinese Academy of Sciences (Campus of Chinese Academy of Sciences) ,47202.5,116.245427,39.911322,0
608,Haidian District Heping Primary School ,47141.09285,116.205309,40.036436,0
361,Beijing Yuxiang Primary School Huilongguan School ,47101.53155,116.313755,40.06233,0
227,Beijing Chaoyang District Education Research Center Affiliated Primary School Hongxia Road Campus ,46936.75617,116.489501,39.963868,0
738,Zhao Dengyu School South Campus-Zhao Dengyu School Primary School ,46755.03929,116.368812,39.846503,0
188,Beijing Fengtai District Huaifang Primary School ,46694.84783,116.372935,39.818566,0
546,Ritan Primary School Sihui Campus ,46683.20855,116.505629,39.910164,0
711,Caoqiao Primary School ,46596.10577,116.35154,39.842963,0
206,Beijing Dacheng School Primary School ,46455.02135,116.260496,39.894289,0
433,Low part of Chuiyangliu Central Primary School ,46432.78391,116.467157,39.874191,0
434,Low part of Chuiyangliu Central Primary School ,46432.78391,116.474644,39.874616,0
701,Fangguyuan Primary School West Campus ,46407.88826,116.418672,39.863882,0
431,Chuiyangliu Central Primary School Jinsong Branch South Campus Low Department ,46359.74213,116.453521,39.877762,0
435,Chuiyangliu Central Primary School Headquarters High Department ,46240.90462,116.466815,39.874765,0
437,Chuiyangliu Central Primary School Jindu Branch ,46187.31289,116.500639,39.894702,0
481,Guanzhuang Primary School ,46121.16901,116.508431,39.87699,0
303,Beijing Normal University Olympic Garden Experimental Primary School ,46038.65145,116.540813,39.961527,0
93,Fengtai No.5 Primary School (Wanliu Branch) ,46020.63715,116.336371,39.851582,0
94,Fengtai No.5 Primary School (Wanliu Branch) ,46020.63715,116.421937,39.868489,0
218,Beijing Changping District Dingfu Huangzhuang Huimin Primary School ,45960.57143,116.27688,40.109502,0
180,"Fengtai No.1 Primary School, Fengtai District, Beijing ",45892.69355,116.281236,39.848677,1
286,Beijing Zhao Dengyu School East Campus ,45836.057,116.375938,39.851049,0
226,Beijing Chaoyang District Education Research Center Affiliated Primary School Fangu Shuijun Campus ,45807.90868,116.506888,39.959053,0
299,Beijing Shunyi District Konggang No.2 Primary School ,45434.5,116.525785,40.084078,0
254,Beijing Shijingshan District Normal School Affiliated Primary School ,45424.0236,116.233671,39.900122,1
390,Nanhu Zhongyuan Primary School Wanghua Road Campus ,45421.12236,116.472307,39.988476,0
97,Primary School Attached to Fengshi ,45321.26165,116.286153,39.85512,0
430,Chuiyangliu Central Primary School Jinsong Branch Low North Campus ,45283.33333,116.453526,39.882941,0
765,Chen Jinglun Middle School Emperor King South School ,45270.85877,116.508114,39.877407,0
817,Loong to Kong Primary School ,45208.85352,116.339843,39.833239,0
228,Beijing Chaoyang District Ritan Primary School ,45144.61049,116.502378,39.911441,0
554,Changping Huilongguan No.2 Primary School ,45091.24679,116.343235,40.067201,0
245,"Cuiwei Primary School, Haidian District, Beijing (North Campus) ",45069.11538,116.16053,40.054093,0
723,Xiyuhe Primary School ,45035.9,116.237882,40.095375,0
620,Haidian District No.4 Experimental Primary School ,45023.50901,116.210357,39.97196,0
91,Fengtai No.1 Primary School Fengyi Branch ,44939.19527,116.309044,39.860563,0
231,Beijing Chaoyang District Xizhihe Primary School ,44873.36364,116.528648,39.842387,0
335,Second Experimental Primary School Affiliated to Beijing Petroleum Institute ,44872.42718,116.378,40.035671,0
253,Beijing Shijingshan Experimental Primary School Branch ,44829.84416,116.245578,39.913051,0
209,Beijing Huairou District Labagoumen Manzu Township Central Primary School ,44567.75,116.617467,40.899336,0
518,Yanqing District No.1 Primary School ,44559.90092,115.971057,40.461663,1
559,Xinghe Experimental Primary School ,44559.58127,116.525115,39.926508,0
687,Yuying Primary School East Campus ,44523.7179,116.334228,40.050157,0
759,Changxindian Central Primary School ,44503.54412,116.171784,39.862462,0
726,Sai Lo Yuen No.5 Primary School General School ,44319.07873,116.388286,39.859907,0
574,Guanzhuang Campus of Chaoyang District No.2 Experimental Primary School (High Department) ,44292.7619,116.592417,39.915726,0
125,Beijing Fengtai No.5 Primary School Hongye Campus ,44266.29073,116.304629,39.838783,0
181,Beijing Fengtai District Fengtai No.5 Primary School ,44170.625,116.284819,39.85245,0
527,Chengshou Temple Primary School ,43960.88199,116.444039,39.851558,0
340,East Campus of Primary School Affiliated to Beijing First Normal School ,43660.27885,116.416066,39.866297,0
606,Haidian District Shangzhuang Central Primary School ,43596.68966,116.200355,40.094268,0
145,Beijing No.4 Middle School Puxuan School-Huangchenggen Primary School Branch ,43594.337,116.440584,39.859312,0
593,Cherry Garden Experimental School-Primary School ,43582,116.420295,39.974666,0
200,Beijing Daxing District Yufa Town No.2 Central Primary School ,43578.17949,116.316273,39.516465,0
656,Baijiatuan Primary School ,43558.35,116.175382,40.041361,0
230,"Fangcaodi International School, Chaoyang District, Beijing (Dexian Branch) ",43541.07143,116.497963,40.061625,0
310,Beijing Academy of Education Daxing Experimental Primary School ,43461.64622,116.311132,39.759353,0
324,Beijing Chaoyang District Xinglong Primary School ,43442.08336,116.524791,39.911821,0
734,Xima Jinrun Primary School ,43425.40912,116.38172,39.837561,0
99,Second Foreign High School Ruixiang Ethnic Primary School ,43407.09624,116.613675,39.91086,0
632,Qinghe No.4 Primary School ,43368.13761,116.371514,40.065454,0
736,Jiaomen Primary School ,43151.27343,116.383906,39.846369,0
351,Beijing No.2 Experimental Primary School Yihai Branch ,43053.45842,116.301723,39.832695,0
271,Beijing No.18 Middle School (Jiatai School) ,42951.35961,116.413083,39.837947,0
225,Beijing Chaoyang District Experimental Primary School Boyuan Branch ,42948.10983,116.54105,39.860993,0
547,Time Primary School ,42936.17575,116.419144,39.848315,0
248,Beijing Haidian District Xingzhi Experimental School ,42913.29961,116.264688,39.935569,0
724,Sai Lo Yuen School ,42897.2495,116.392312,39.85833,0
159,Beijing Primary School Daxing Branch Yizhuang School ,42565.64877,116.479314,39.783859,0
87,Fengtai District No.1 Primary School Yuanyang Branch ,42473.62129,116.390968,39.842492,0
31,East Blackcraftsman Camp No.1 Primary School ,42405.12903,116.418634,39.844416,0
32,East Blackcraftsman Camp No.1 Primary School ,42405.12903,116.420316,39.860421,0
88,Fengtai District No.7 Primary School ,42333.35783,116.29598,39.864349,0
312,Fengtai Experimental School Affiliated to Beijing Institute of Education ,42304.37054,116.268584,39.886613,0
185,Beijing Fengtai District Dahongmen No.2 Primary School ,42233.38095,116.406336,39.836701,0
355,Beijing No.2 Experimental Primary School Tongzhou Branch ,42198.52484,116.702735,39.873922,0
662,Shijingshan District No.2 Experimental Primary School ,42156.47003,116.214903,39.90951,1
140,Experimental Primary School Affiliated to Beijing No.12 Middle School ,42055.7525,116.227775,39.877356,0
192,Beijing Fengtai District Jijiamiao Primary School ,41895.86765,116.327127,39.851162,0
157,Beijing Primary School Fengtai Wannian Huacheng Branch ,41869.25117,116.313978,39.846764,0
727,Xiluoyuan No.6 Primary School ,41824.9062,116.391754,39.855909,0
605,Haidian District Shangdi Experimental Primary School ,41801.54745,116.201942,40.128194,0
241,Beijing Haidian Experimental Primary School Fengtai Branch ,41757,116.312255,39.88815,0
321,Beijing Mingyuan Education Academy Experimental Primary School (Youth City Campus) ,41704.6805,116.43732,40.029832,0
287,Beijing Tongzhou District Beishenshu Hope Primary School ,41692.70968,116.592665,39.80711,0
506,Chengnan Campus of Primary School Affiliated to Normal School ,41642.61791,116.365735,39.836385,0
686,"Yuying Primary School (Northwest of No.5 Courtyard, Anning Zhuang Road) ",41563.64442,116.324634,40.054724,0
139,Beijing No.11 School Fengtai Primary School ,41492.35392,116.42537,39.840629,0
653,Baijiazhuang Primary School (Huijingyuan Campus) ,41440.40922,116.536282,39.955557,0
81,Labor Technology Center in Primary and Secondary Schools ,41256.85282,116.218816,39.910387,0
316,"Fengtai Experimental Primary School, Beijing Academy of Educational Sciences ",41196.76055,116.427282,39.848219,0
772,Young Miao International Bilingual School (Changying Campus) ,41191.80732,116.577168,39.933246,0
193,Beijing Fengtai District Fangxingyuan No.2 Primary School ,41104.77687,116.435159,39.860398,0
588,Fengdan Experimental Primary School ,41075.04792,116.360322,40.06556,0
797,Chaoyang Experimental Primary School Affiliated to Capital Normal University (Jinchan North Campus) ,40691.96756,116.510902,39.865189,0
725,Sai Lo Yuen Primary School ,40651.63467,116.388594,39.854596,0
143,Beijing Heping Street No.1 Middle School Primary School Qingyouyuan Campus ,40612.43344,116.42722,40.039918,0
21,Dongcheng District Huiwen Experimental Primary School Chaoyang School ,40601.39239,116.45665,39.869682,0
597,Yongfeng Central Primary School Hongfeng Campus ,40535.32353,116.238066,40.046771,0
290,Beijing Jinzhan School ,40527.41985,116.567227,40.004533,0
252,"Xiangyang Primary School, Shijingshan District, Beijing ",40493.85451,116.216131,39.90267,0
34,Donggaodi No.3 Primary School ,40445.51579,116.421724,39.79783,0
510,Pingxifu Central Primary School ,40429.16129,116.37293,40.11026,0
595,"Ciqu Jiayuan Primary School 
",40334.22695,116.57609,39.805532,0
165,Beijing Primary School Emerald City Branch ,40285.0864,116.317707,39.767714,0
30,East Blackcraftsman Camp No.2 Primary School ,40199.79302,116.42087,39.854512,0
756,Chang'an Xincheng Primary School ,40155.34091,116.26123,39.886584,0
123,Beijing Fengtai Wuxiao Jingtie Campus ,40127.19002,116.282641,39.894506,0
641,Philharmonic Experimental Primary School ,40052.07451,116.226363,39.897845,0
642,Philharmonic Experimental Primary School ,40052.07451,116.224144,39.892573,0
569,Chaoyang District Teaching and Research Center Affiliated Primary School ,40034.59459,116.489504,39.963878,0
550,Changping District Shahe Central Xishatun Primary School ,39848.84783,116.251666,40.164505,0
186,Beijing Fengtai District Normal School Affiliated Primary School ,39833.72127,116.287199,39.855629,0
260,"Yinhe Primary School, Shijingshan District, Beijing ",39819.82056,116.219856,39.898143,0
92,Fengtai No.2 Primary School ,39779.96008,116.291723,39.842282,0
421,Sihezhuang Primary School ,39760.08937,116.311425,39.828011,0
221,Beijing Changping District No.4 Experimental Primary School ,39756.83887,116.264847,40.117681,0
83,Fengti Times Primary School ,39718.97412,116.271782,39.86719,0
343,Beijing International Studies University Affiliated Primary School Dingfu Branch ,39658.01389,116.570445,39.917856,0
400,Gucheng No.2 Primary School Branch ,39555.81529,116.188305,39.906333,0
664,Shijingshan Foreign Language Experimental Primary School Branch ,39479.5732,116.206199,39.942336,0
215,Beijing Changping District Beiqijia Central Primary School ,39466.99275,116.437701,40.131942,0
661,Shijingshan Experimental Primary School ,39426.1906,116.2029,39.914253,0
432,Chuiyangliu Central Primary School Jingyuan Branch (East Campus) ,39357.33718,116.522513,39.886722,0
96,Fengtai No.8 Primary School ,39330.91117,116.289059,39.838288,0
222,Beijing Changping No.2 Experimental Primary School West Campus ,39058.3137,116.328938,40.073178,0
462,Dahongmen No.1 Primary School West Campus ,38993.10638,116.395034,39.839382,0
572,Chaoyang District No.2 Experimental Primary School Guanzhuang Campus ,38980.0625,116.592336,39.915753,0
121,Beijing Tongzhou Furong Primary School ,38936.35757,116.692567,39.911456,0
573,Guanzhuang Campus of Chaoyang District No.2 Experimental Primary School (Low Part) ,38909.47382,116.585487,39.915142,0
460,Dawuji Experimental Civil and Military School ,38855,116.513675,39.846367,0
755,Jinding Street No.4 Primary School ,38843.14159,116.170125,39.930287,0
774,Qinglonghu Town Beicheying Complete Primary School ,38804,116.020147,39.818816,0
520,Zhang Wan Village Ethnic Primary School ,38667.08,116.698146,39.85615,0
799,Capital Normal University Affiliated Chaoyang Experimental Primary School Cuicheng North Campus ,38635.89936,116.506366,39.857803,0
468,Prince Edward Woo Primary School ,38554.42105,116.796548,40.421171,0
197,Beijing Jingyuan School (Lianshihu Branch) ,38543.33333,116.176461,39.892841,0
151,Primary School Affiliated to Peking University (Shijingshan School) ,38491.48,116.188195,39.953254,0
631,Tsinghua Affiliated Primary School Changping School ,38487.08148,116.402631,40.040671,0
82,Zhongshan Street Primary School ,38452.27273,116.652804,39.90697,1
735,Xihuangcun Primary School ,38303.24533,116.199193,39.933272,0
179,"Dongluoyuan Primary School, Fengtai District, Beijing ",38170.18561,116.407961,39.855496,0
464,Paradise River Primary School ,38128.20219,116.328271,39.6707,0
2,Ding Jia Tan Primary School ,38069.76471,116.03668,39.98262,0
57,Primary School Affiliated to Communication University of China (Low) ,38031.24271,116.545961,39.916712,0
447,Dadongliu Central Primary School ,38020.39394,116.437025,40.175463,0
102,Wuaitun Primary School ,37999.39291,116.379643,39.801023,0
190,Beijing Fengtai District No.5 Primary School Education Group ,37966.3197,116.304327,39.838712,0
191,Beijing Fengtai District No.5 Primary School Education Group ,37966.3197,116.29324,39.835569,0
167,Beijing Primary School Tongzhou Branch ,37881.15539,116.692493,39.919413,1
86,Fengtai District Experimental School Primary School No.2 ,37801.43333,116.259937,39.853413,0
530,Fangshan Chengguan Primary School (Xincheng Campus) ,37781.32061,116.009824,39.710586,0
477,An Min School (Dingfuzhuang Campus) ,37736.22634,116.563557,39.917337,0
184,"Dahongmen No.1 Primary School, Fengtai District, Beijing ",37641.13178,116.403368,39.836794,0
319,Shijingshan Experimental School Affiliated to Beijing Academy of Educational Sciences (Primary School) ,37414.67452,116.191314,39.912919,0
763,Chen Jinglun Middle School Branch Experimental Primary School ,37408.99203,116.514724,39.974792,0
709,Pingguoyuan No.2 Primary School ,37371.27228,116.18913,39.92982,0
56,Primary School Affiliated to Communication University of China (Central) ,37255.01382,116.55322,39.917827,0
534,Fangshan Changyu Central Primary School ,37248.5,115.970845,39.70363,0
84,Fengtai Wuxiaoyindi Branch ,37230.18519,116.333825,39.821129,0
314,Daxing Experimental Primary School Affiliated to Beijing Institute of Education (Ronghui Campus) ,37162.73052,116.321398,39.676335,0
777,Shunyi District Dongfeng Primary School ,37138.81048,116.658061,40.123312,0
778,Shunyi District Dongfeng Primary School ,37138.81048,116.654578,40.114231,0
90,Fengtai No.1 Primary School (Changxindian Branch) ,37076.83969,116.196402,39.850632,0
398,Gucheng No.2 Primary School ,37026.80276,116.192189,39.909077,0
399,Gucheng No.2 Primary School ,37026.80276,116.189743,39.919311,0
98,Linheli Primary School ,36972.12136,116.686662,39.877385,0
815,Gaobeidian Central Primary School ,36970.37642,116.522852,39.904091,0
779,Shunyi District Dongfeng Primary School (West Campus) ,36888.3696,116.653124,40.11931,0
217,Beijing Changping District Chengbei Zhongxin Liujie Primary School ,36869.61063,116.228822,40.22192,0
741,Canal Primary School ,36868.00292,116.670632,39.891352,1
195,Beijing Fengtai District Changxindian No.7 Primary School ,36818.05056,116.203146,39.830494,0
105,Yizhuang No.2 Central Primary School ,36779.42929,116.498724,39.760262,0
302,Daxing Primary School Affiliated to Beijing Normal University ,36585.04332,116.319431,39.773676,0
393,Nanshao Central Primary School ,36577.4004,116.284835,40.208308,0
424,Huilongguan Central No.1 Primary School ,36542.66523,116.332274,40.064988,0
135,Primary School Affiliated to Beijing Agricultural College ,36330.89166,116.342616,40.067567,0
621,Hite Garden Primary School ,36308.83109,116.185373,39.933484,0
116,Qianshajian Primary School ,36279.87931,116.151182,40.099332,0
508,Cottage Central Primary School ,36139.2741,116.537117,39.937014,0
130,Beijing Guangming Primary School (Heyi Campus) ,35949.28294,116.404905,39.815803,0
379,Beiyuan Primary School ,35928.20797,116.429992,40.027992,0
380,Beiyuan Primary School ,35928.20797,116.640048,39.901481,0
183,Beijing Fengtai District Heyi School (East Campus) ,35877.72435,116.409452,39.814964,0
24,Dongxiaokou Central Primary School ,35870.39836,116.404965,40.061596,0
792,South Campus of Yungang Primary School Affiliated to Capital Normal University ,35859.2093,116.15798,39.805877,0
602,Tanghekou Town Central Primary School ,35826.625,116.644011,40.737036,0
392,"He Ying Primary School, Nanshao Center ",35813.78704,116.289698,40.22099,0
511,Pinggu District No.5 Primary School ,35801.33333,117.091817,40.138404,0
106,Yizhuang Town No.1 Central Primary School ,35766.9712,116.478207,39.796244,0
342,Beijing International Studies University Affiliated Primary School ,35620.92075,116.59519,39.913487,0
666,Konggang Primary School ,35555.97669,116.538512,40.090719,0
124,Beijing Fengtai No.5 Primary School Kefeng Campus ,35533.74555,116.293033,39.836092,0
55,Primary School Affiliated to Communication University of China ,35411.19133,116.559775,39.915164,0
663,Shijingshan Foreign Language Experimental Primary School ,35248.53963,116.198582,39.928758,0
533,Fangshan No.2 Primary School ,35174.91667,115.982748,39.698606,0
570,Shuangqiao Campus of Chaoyang District No.2 Experimental Primary School (Low Part) ,35142.96234,116.581374,39.902646,0
224,Beijing Chaoyang District Experimental Primary School Boyue Branch ,35135.09668,116.507212,39.823198,0
587,Zaoyuan Primary School ,35085.4316,116.326524,39.752309,0
1,171 Middle School Chaoyang Dougezhuang Branch Primary School ,34932.67748,116.563163,39.859925,0
247,Beijing Haidian District Sujiatuo Central Primary School ,34905.78486,116.158632,40.073097,0
768,Huoying Central Banbanta Primary School ,34884.63063,116.390322,40.086183,0
85,Fengtai District Experimental School Primary School No.1 ,34822.91392,116.262783,39.851867,0
317,Beijing Institute of Educational Sciences Jiugong Experimental Primary School ,34704.94265,116.454874,39.804237,0
35,East Highland No.3 Primary School (West Campus) ,34702.31288,116.413111,39.794593,0
542,Xinfadi Primary School ,34628.02158,116.335308,39.816906,0
555,Changping No.3 Experimental Primary School ,34580.15574,116.456744,40.15503,0
769,Huoying Central Primary School ,34572.889,116.359746,40.074943,0
423,Huilongguan Central Primary School ,34569.72284,116.297467,40.078158,0
216,Beijing Changping District Chengbei Central Dongguan Primary School ,34408.237,116.242647,40.218744,0
166,Beijing Primary School Emerald City Branch (South Campus) ,34379.78626,116.315231,39.745996,0
306,Beijing Normal University Changping Affiliated School Primary School ,34366.10171,116.267822,40.168788,0
812,Majuqiao Town Experimental Primary School ,34346.05199,116.558884,39.76261,0
394,Lugouqiao No.1 Primary School ,34336.14721,116.224037,39.851884,0
289,Beijing Tongzhou District Yongshun Town Central Primary School ,34112.39455,116.630892,39.895342,0
100,Ermao School ,34081.84512,116.230357,40.214273,0
37,Donggaodi No.4 Primary School ,34073.01019,116.428441,39.798491,0
220,Beijing Changping District Gonghua School ,33984.61111,116.284725,40.147099,0
348,Beijing No.2 Experimental Primary School Daxing Experimental School ,33944.53438,116.342163,39.796308,0
408,Hounancang Primary School ,33843.14371,116.649022,39.902035,0
187,Beijing Fengtai District Rotary Primary School ,33705.08442,116.195543,39.831361,0
453,Daxing District No.5 Primary School (North Campus) ,33667.95202,116.333144,39.746844,0
33,Donggaodi No.1 Primary School ,33615.53175,116.423266,39.808791,0
10,Shangzhuang Central Primary School ,33610,116.213987,40.113787,0
440,Chengbei Central Third Street Primary School ,33535.65348,116.236512,40.22699,0
742,Canal Primary School (Lower Grade Department) ,33281.02604,116.666149,39.888209,0
582,Future Science and Technology City No.1 Primary School ,33235,116.47538,40.110154,0
158,Beijing Primary School Daxing Branch ,33175.31395,116.325524,39.739274,0
189,Beijing Fengtai District Kandan Primary School ,33169.86667,116.271257,39.837796,0
12,Shangyuan Central Primary School ,33161.5,116.459627,40.21876,0
378,North China University of Technology Affiliated School Primary School ,33145.70558,116.195886,39.916948,0
517,"Panggezhuang Town No.2 Central Primary School 
",33101.98684,116.276058,39.603678,0
385,Nanguan Primary School ,33035.74638,116.670535,39.901911,0
793,Huilongguan Yuxin Education Group Huadian Primary School Affiliated to Capital Normal University ,32949.85772,116.326944,40.079407,0
716,Yu Ta Lung Primary School ,32910.14055,116.557805,40.069319,0
480,Guanyuan Primary School ,32852.42227,116.648936,39.903731,0
383,Shibalidian Primary School ,32792.40857,116.48102,39.849233,0
182,Beijing Fengtai District Lugouqiao No.2 Primary School ,32788.87633,116.233672,39.847367,0
141,Beijing Huade Zhongshan School ,32650.36449,116.125134,39.958739,0
25,Dongzhuanghe Primary School ,32632,117.23459,40.61142,0
758,Changgou Town Central Primary School ,32603.66667,115.900709,39.575628,0
824,Huangchenggen Primary School Fangshan Branch ,32589.08368,116.212977,39.769487,0
660,Shijingshan Xianfeng Primary School ,32550,116.171868,39.945682,0
199,Beijing Shijia Primary School Tongzhou Branch ,32534.49474,116.687605,39.885201,0
830,Heishan Primary School ,32508.72534,116.092851,39.942225,1
556,Changping No.2 Experimental Primary School ,32490.67319,116.334982,40.076557,0
118,Qianfeng School (Primary) ,32369.68297,116.261895,40.225045,0
591,Liyuan Town Central Primary School ,32310.88965,116.668718,39.871326,0
450,Daxing District No.9 Primary School Qingyuan Xili Campus ,32263.48885,116.337384,39.743417,0
681,Yaozhong International School (Liangshuihe Branch) ,32215.34146,116.524768,39.762232,0
114,Baliqiao Primary School ,32146.6434,116.616947,39.913975,0
259,Beijing Shijingshan District Shijingshan School ,32069.45908,116.151386,39.932615,0
66,Primary School Affiliated to China University of Petroleum ,32066.69354,116.251976,40.208977,0
688,Liangxiang Sixiao Binhe Campus ,32064.5129,116.153522,39.715372,0
801,Shunyi Experimental Primary School Affiliated to Capital Normal University ,31973.16553,116.653343,40.184406,0
749,Tongzhou No.4 Middle School ,31967.63667,116.652192,39.907816,0
504,Gonghua Central Primary School ,31944,116.273342,40.12411,0
27,Dongfang Primary School (New Street Downhill) ,31869.56367,116.661324,39.905989,0
318,Beijing Institute of Educational Sciences Tongzhou District No.1 Experimental Primary School ,31868.52661,116.647103,39.88597,0
448,Daxing No.1 Primary School ,31796.24917,116.335377,39.734689,0
498,Xiaotangshan Central Primary School ,31766.85859,116.394727,40.172986,0
461,Dagao Xincun Primary School ,31716.45168,116.636736,39.875328,0
229,"Laojuntang Primary School, Chaoyang District, Beijing ",31710.49587,116.5134,39.841901,0
505,Gonghua Central No.2 Primary School ,31678.74857,116.278721,40.12879,0
168,Beijing Primary School Changyang Branch ,31672.8022,116.215149,39.760656,0
26,Dongfang Primary School ,31622.93601,116.66526,39.902652,0
670,Hongqi Primary School ,31424.3931,116.139795,39.950097,0
214,Beijing Fangshan District Qinglong Town Nansiwei Complete Primary School ,31416.16667,116.069005,39.806115,1
586,Banqiao Central Primary School ,31349.66667,116.530168,40.211719,0
288,Beijing Tongzhou District Taihu Town Central Primary School ,31346.32877,116.58686,39.803703,0
549,Changping District Chengguan Primary School ,31300.50862,116.223396,40.227724,0
368,Beijing Tongzhou Yuqiao Primary School ,31292.42269,116.684,39.893663,0
414,Hujialou Central Primary School Vanke Qingqing Branch ,31254.38545,116.577139,39.866153,0
715,Xue Ying Hui Primary School ,31213.71429,116.323921,39.611176,0
825,Huangchenggen Primary School Changping School ,31197.87816,116.427062,40.109301,0
154,Primary School Affiliated to Beijing Experimental School ,31171.62601,117.121786,40.148323,0
668,Doudian No.2 Primary School ,31136.44366,116.065576,39.676235,0
202,Beijing Daxing District No.7 Primary School ,31135.54918,116.335329,39.740823,0
212,Beijing Fangshan District Liangxiang No.4 Primary School Ruixue Campus ,31014.78543,116.146757,39.719932,1
658,All the virtues school ,30894.07438,116.319782,40.172499,0
36,Donggaodi No.2 Primary School ,30768.41652,116.428573,39.801802,0
600,Yongshun Town Qiao Zhuang Primary School ,30751.22689,116.692893,39.89398,0
465,Tianzhu Central Primary School ,30680.8148,116.57556,40.059672,0
737,Hung Yuen Primary School ,30670.1264,116.662317,39.910268,0
561,Xiaoyueyuan Primary School ,30539.78343,116.239364,39.84032,0
425,Tuanhe Primary School ,30530.46124,116.373634,39.738824,0
526,Huairou District No.6 Primary School ,30526,116.643651,40.33857,0
689,Liangxiang No.3 Primary School ,30524.78556,116.132057,39.734192,0
692,Lufa Primary School ,30459.36036,116.417874,39.686653,0
693,Lucun Complete Primary School ,30451.75,116.043428,39.634126,0
452,Daxing District No.2 Primary School ,30421.68563,116.325558,39.730827,0
386,Nankou Railway North Primary School ,30401.40909,116.129736,40.245659,0
466,Tianzhu No.2 Primary School ,30294.46753,116.564984,40.056201,0
710,Fanzhuang Primary School ,30233.7896,116.661289,39.939198,0
204,Beijing Daxing District No.5 Primary School ,30174.69472,116.336112,39.730302,0
775,Hancunhe Central Primary School ,30166.53571,115.951625,39.598768,0
832,Longwangzhuang School ,30160.45721,116.692561,39.937946,0
740,Primary School Affiliated to Yunhe Middle School ,30102.57117,116.698269,39.883082,0
201,Beijing Daxing District Binhe Primary School ,30083.46003,116.339571,39.752767,0
627,Tsinghua University Affiliated Primary School Changping School Tiantongyuan Campus ,30063.85096,116.425925,40.067723,0
760,Changyang Central Primary School ,30038.89652,116.16971,39.759268,0
